year,lat,lon,sst_anomaly
2017,-17.5,85,0.244
2017,-17.5,90,0.243
2017,-17.5,95,0.256
2017,-17.5,100,0.278
2017,-17.5,105,0.202
2017,-17.5,110,0.181
2017,-17.5,115,0.419
2017,-17.5,120,0.245
2017,-17.5,125,0.001
2017,-17.5,130,-0.152
2017,-17.5,135,0.091
2017,-17.5,140,0.221
2017,-17.5,145,0.271
2017,-17.5,150,-0.06
2017,-17.5,155,0.237
2017,-17.5,160,0.298
2017,-17.5,165,0.219
2017,-17.5,170,0.19
2017,-17.5,175,0.108
2017,-17.5,180,0.058
2017,-15.0,-180,0.264
2017,-15.0,-175,0.233
2017,-15.0,-170,0.097
2017,-15.0,-165,0.527
2017,-15.0,-160,-0.081
2017,-15.0,-155,0.111
2017,-15.0,-150,0.03
2017,-15.0,-145,0.203
2017,-15.0,-140,-0.147
2017,-15.0,-135,0.336
2017,-15.0,-130,0.297
2017,-15.0,-125,0.186
2017,-15.0,-120,0.099
2017,-15.0,-115,0.253
2017,-15.0,-110,0.195
2017,-15.0,-105,0.289
2017,-15.0,-100,0.127
2017,-15.0,-95,0.118
2017,-15.0,-90,0.307
2017,-15.0,-85,0.241
2017,-15.0,-80,0.12
2017,-15.0,-75,0.201
2017,-15.0,-70,0.173
2017,-15.0,-65,0.216
2017,-15.0,-60,0.336
2017,-15.0,-35,0.009
2017,-15.0,-30,0.295
2017,-15.0,-25,0.103
2017,-15.0,-20,-0.134
2017,-15.0,55,0.079
2017,-15.0,60,0.181
2017,-15.0,65,0.408
2017,-15.0,70,0.418
2017,-15.0,75,0.154
2017,-15.0,80,0.275
2017,-15.0,85,0.178
2017,-15.0,90,-0.016
2017,-15.0,95,0.148
2017,-15.0,100,0.07
2017,-15.0,105,0.136
2017,-15.0,110,0.018
2017,-15.0,115,0.169
2017,-15.0,120,0.192
2017,-15.0,125,0.251
2017,-15.0,130,0.192
2017,-15.0,135,0.391
2017,-15.0,140,0.475
2017,-15.0,145,0.085
2017,-15.0,150,0.291
2017,-15.0,155,0.463
2017,-15.0,160,0.295
2017,-15.0,165,0.253
2017,-15.0,170,-0.128
2017,-15.0,175,0.062
2017,-15.0,180,0.084
2017,-12.5,-180,0.372
2017,-12.5,-175,0.054
2017,-12.5,-170,0.151
2017,-12.5,-165,0.29
2017,-12.5,-160,0.048
2017,-12.5,-155,0.206
2017,-12.5,-150,0.186
2017,-12.5,-145,0.295
2017,-12.5,-140,0.263
2017,-12.5,-135,0.258
2017,-12.5,-130,0.194
2017,-12.5,-125,-0.087
2017,-12.5,-120,0.185
2017,-12.5,-115,0.172
2017,-12.5,-110,0.279
2017,-12.5,-105,0.1
2017,-12.5,-100,0.17
2017,-12.5,-95,0.175
2017,-12.5,-90,0.057
2017,-12.5,-85,-0.009
2017,-12.5,-80,0.221
2017,-12.5,-75,0.315
2017,-12.5,-70,0.07
2017,-12.5,-65,0.131
2017,-12.5,-60,0.288
2017,-12.5,-35,0.271
2017,-12.5,-30,0.003
2017,-12.5,-25,0.452
2017,-12.5,-20,0.205
2017,-12.5,55,-0.094
2017,-12.5,60,0.252
2017,-12.5,65,0.265
2017,-12.5,70,0.247
2017,-12.5,75,-0.034
2017,-12.5,80,0.176
2017,-12.5,85,0.254
2017,-12.5,90,0.307
2017,-12.5,95,0.258
2017,-12.5,100,0.309
2017,-12.5,105,0.324
2017,-12.5,110,0.18
2017,-12.5,115,0.239
2017,-12.5,120,0.314
2017,-12.5,125,0.222
2017,-12.5,130,0.344
2017,-12.5,135,0.295
2017,-12.5,140,0.069
2017,-12.5,145,-0.032
2017,-12.5,150,0.167
2017,-12.5,155,-0.013
2017,-12.5,160,0.176
2017,-12.5,165,0.163
2017,-12.5,170,0.359
2017,-12.5,175,0.24
2017,-12.5,180,0.311
2017,-10.0,-180,0.109
2017,-10.0,-175,0.412
2017,-10.0,-170,0.316
2017,-10.0,-165,0.246
2017,-10.0,-160,-0.089
2017,-10.0,-155,0.359
2017,-10.0,-150,0.448
2017,-10.0,-145,0.184
2017,-10.0,-140,0.187
2017,-10.0,-135,0.105
2017,-10.0,-130,-0.063
2017,-10.0,-125,0.098
2017,-10.0,-120,0.431
2017,-10.0,-115,0.344
2017,-10.0,-110,0.066
2017,-10.0,-105,0.095
2017,-10.0,-100,0.502
2017,-10.0,-95,0.029
2017,-10.0,-90,0.075
2017,-10.0,-85,0.118
2017,-10.0,-80,-0.022
2017,-10.0,-75,0.102
2017,-10.0,-70,0.104
2017,-10.0,-65,0.047
2017,-10.0,-60,0.381
2017,-10.0,-35,0.044
2017,-10.0,-30,0.194
2017,-10.0,-25,0.23
2017,-10.0,-20,0.392
2017,-10.0,55,0.037
2017,-10.0,60,0.135
2017,-10.0,65,0.229
2017,-10.0,70,0.332
2017,-10.0,75,0.144
2017,-10.0,80,0.17
2017,-10.0,85,0.303
2017,-10.0,90,0.193
2017,-10.0,95,0.239
2017,-10.0,100,0.194
2017,-10.0,105,0.213
2017,-10.0,110,0.02
2017,-10.0,115,0.2
2017,-10.0,120,0.396
2017,-10.0,125,0.207
2017,-10.0,130,0.057
2017,-10.0,135,0.404
2017,-10.0,140,0.29
2017,-10.0,145,0.297
2017,-10.0,150,0.293
2017,-10.0,155,0.013
2017,-10.0,160,0.279
2017,-10.0,165,0.39
2017,-10.0,170,0.11
2017,-10.0,175,-0.107
2017,-10.0,180,0.237
2017,-7.5,-180,0.205
2017,-7.5,-175,-0.032
2017,-7.5,-170,0.291
2017,-7.5,-165,0.28
2017,-7.5,-160,-0.02
2017,-7.5,-155,0.484
2017,-7.5,-150,0.313
2017,-7.5,-145,-0.083
2017,-7.5,-140,0.323
2017,-7.5,-135,0.319
2017,-7.5,-130,0.413
2017,-7.5,-125,0.107
2017,-7.5,-120,0.325
2017,-7.5,-115,0.165
2017,-7.5,-110,0.117
2017,-7.5,-105,0.071
2017,-7.5,-100,-0.085
2017,-7.5,-95,0.281
2017,-7.5,-90,0.159
2017,-7.5,-85,-0.209
2017,-7.5,-80,0.212
2017,-7.5,-75,0.374
2017,-7.5,-70,0.004
2017,-7.5,-65,0.093
2017,-7.5,-60,0.266
2017,-7.5,-35,0.006
2017,-7.5,-30,0.013
2017,-7.5,-25,-0.041
2017,-7.5,-20,0.105
2017,-7.5,55,0.382
2017,-7.5,60,0.139
2017,-7.5,65,0.434
2017,-7.5,70,0.094
2017,-7.5,75,0.212
2017,-7.5,80,0.295
2017,-7.5,85,-0.044
2017,-7.5,90,0.408
2017,-7.5,95,0.272
2017,-7.5,100,0.696
2017,-7.5,105,0.512
2017,-7.5,110,0.199
2017,-7.5,115,0.468
2017,-7.5,120,0.327
2017,-7.5,125,0.235
2017,-7.5,130,-0.049
2017,-7.5,135,-0.013
2017,-7.5,140,0.201
2017,-7.5,145,0.126
2017,-7.5,150,0.234
2017,-7.5,155,0.406
2017,-7.5,160,0.33
2017,-7.5,165,0.096
2017,-7.5,170,0.339
2017,-7.5,175,0.063
2017,-7.5,180,0.029
2017,-5.0,-180,0.276
2017,-5.0,-175,0.096
2017,-5.0,-170,0.122
2017,-5.0,-165,0.368
2017,-5.0,-160,0.317
2017,-5.0,-155,0.163
2017,-5.0,-150,-0.025
2017,-5.0,-145,0.108
2017,-5.0,-140,0.51
2017,-5.0,-135,0.364
2017,-5.0,-130,0.432
2017,-5.0,-125,0.257
2017,-5.0,-120,0.166
2017,-5.0,-115,0.354
2017,-5.0,-110,0.411
2017,-5.0,-105,0.147
2017,-5.0,-100,0.112
2017,-5.0,-95,-0.01
2017,-5.0,-90,0.108
2017,-5.0,-85,0.319
2017,-5.0,-80,0.129
2017,-5.0,-75,0.358
2017,-5.0,-70,0.514
2017,-5.0,-65,0.222
2017,-5.0,-60,0.216
2017,-5.0,-35,0.047
2017,-5.0,-30,0.354
2017,-5.0,-25,0.144
2017,-5.0,-20,0.385
2017,-5.0,55,0.152
2017,-5.0,60,0.424
2017,-5.0,65,0.213
2017,-5.0,70,0.243
2017,-5.0,75,0.064
2017,-5.0,80,0.282
2017,-5.0,85,0.332
2017,-5.0,90,0.327
2017,-5.0,95,0.037
2017,-5.0,100,0.369
2017,-5.0,105,0.069
2017,-5.0,110,0.215
2017,-5.0,115,-0.024
2017,-5.0,120,0.192
2017,-5.0,125,0.068
2017,-5.0,130,0.151
2017,-5.0,135,0.228
2017,-5.0,140,0.343
2017,-5.0,145,0.338
2017,-5.0,150,-0.132
2017,-5.0,155,0.32
2017,-5.0,160,0.25
2017,-5.0,165,0.135
2017,-5.0,170,0.087
2017,-5.0,175,0.209
2017,-5.0,180,0.253
2017,-2.5,-180,0.293
2017,-2.5,-175,0.207
2017,-2.5,-170,-0.142
2017,-2.5,-165,0.162
2017,-2.5,-160,0.059
2017,-2.5,-155,0.545
2017,-2.5,-150,0.246
2017,-2.5,-145,0.348
2017,-2.5,-140,0.332
2017,-2.5,-135,0.283
2017,-2.5,-130,0.174
2017,-2.5,-125,0.155
2017,-2.5,-120,-0.066
2017,-2.5,-115,0.258
2017,-2.5,-110,0.282
2017,-2.5,-105,0.23
2017,-2.5,-100,0.258
2017,-2.5,-95,0.056
2017,-2.5,-90,0.193
2017,-2.5,-85,0.139
2017,-2.5,-80,0.337
2017,-2.5,-75,0.243
2017,-2.5,-70,0.141
2017,-2.5,-65,0.213
2017,-2.5,-60,0.081
2017,-2.5,-35,0.124
2017,-2.5,-30,0.037
2017,-2.5,-25,0.517
2017,-2.5,-20,0.425
2017,-2.5,55,-0.04
2017,-2.5,60,0.414
2017,-2.5,65,0.25
2017,-2.5,70,-0.179
2017,-2.5,75,0.547
2017,-2.5,80,0.165
2017,-2.5,85,0.603
2017,-2.5,90,0.293
2017,-2.5,95,0.206
2017,-2.5,100,0.264
2017,-2.5,105,0.13
2017,-2.5,110,0.246
2017,-2.5,115,0.538
2017,-2.5,120,0.102
2017,-2.5,125,0.317
2017,-2.5,130,0.129
2017,-2.5,135,0.212
2017,-2.5,140,0.533
2017,-2.5,145,0.316
2017,-2.5,150,0.349
2017,-2.5,155,0.247
2017,-2.5,160,0.641
2017,-2.5,165,0.094
2017,-2.5,170,-0.0
2017,-2.5,175,0.49
2017,-2.5,180,0.18
2017,0.0,-180,0.317
2017,0.0,-175,0.512
2017,0.0,-170,0.319
2017,0.0,-165,0.59
2017,0.0,-160,0.275
2017,0.0,-155,0.149
2017,0.0,-150,-0.098
2017,0.0,-145,0.3
2017,0.0,-140,-0.08
2017,0.0,-135,0.304
2017,0.0,-130,0.474
2017,0.0,-125,0.252
2017,0.0,-120,0.284
2017,0.0,-115,0.392
2017,0.0,-110,0.355
2017,0.0,-105,0.429
2017,0.0,-100,0.252
2017,0.0,-95,-0.083
2017,0.0,-90,0.431
2017,0.0,-85,0.219
2017,0.0,-80,0.123
2017,0.0,-75,0.305
2017,0.0,-70,0.283
2017,0.0,-65,0.143
2017,0.0,-60,0.062
2017,0.0,-35,0.4
2017,0.0,-30,0.573
2017,0.0,-25,0.291
2017,0.0,-20,0.191
2017,0.0,55,0.379
2017,0.0,60,0.063
2017,0.0,65,-0.048
2017,0.0,70,0.385
2017,0.0,75,0.054
2017,0.0,80,0.379
2017,0.0,85,0.159
2017,0.0,90,0.359
2017,0.0,95,0.322
2017,0.0,100,0.175
2017,0.0,105,0.123
2017,0.0,110,0.341
2017,0.0,115,0.151
2017,0.0,120,0.421
2017,0.0,125,0.13
2017,0.0,130,0.308
2017,0.0,135,0.196
2017,0.0,140,0.256
2017,0.0,145,0.15
2017,0.0,150,0.228
2017,0.0,155,-0.129
2017,0.0,160,0.133
2017,0.0,165,0.167
2017,0.0,170,0.244
2017,0.0,175,0.449
2017,0.0,180,0.15
2017,2.5,-180,0.449
2017,2.5,-175,0.108
2017,2.5,-170,0.071
2017,2.5,-165,-0.046
2017,2.5,-160,0.328
2017,2.5,-155,0.25
2017,2.5,-150,0.319
2017,2.5,-145,0.257
2017,2.5,-140,0.235
2017,2.5,-135,0.279
2017,2.5,-130,0.56
2017,2.5,-125,0.166
2017,2.5,-120,0.545
2017,2.5,-115,0.365
2017,2.5,-110,0.292
2017,2.5,-105,0.32
2017,2.5,-100,-0.243
2017,2.5,-95,0.198
2017,2.5,-90,0.136
2017,2.5,-85,0.554
2017,2.5,-80,0.186
2017,2.5,-75,0.232
2017,2.5,-70,0.23
2017,2.5,-65,0.041
2017,2.5,-60,0.153
2017,2.5,-35,0.432
2017,2.5,-30,0.296
2017,2.5,-25,0.009
2017,2.5,-20,0.174
2017,2.5,55,0.388
2017,2.5,60,0.264
2017,2.5,65,0.09
2017,2.5,70,0.51
2017,2.5,75,0.339
2017,2.5,80,0.27
2017,2.5,85,0.128
2017,2.5,90,0.245
2017,2.5,95,-0.035
2017,2.5,100,0.348
2017,2.5,105,0.384
2017,2.5,110,0.271
2017,2.5,115,0.093
2017,2.5,120,0.305
2017,2.5,125,0.355
2017,2.5,130,0.125
2017,2.5,135,0.377
2017,2.5,140,0.315
2017,2.5,145,0.196
2017,2.5,150,0.153
2017,2.5,155,0.21
2017,2.5,160,0.091
2017,2.5,165,0.276
2017,2.5,170,0.321
2017,2.5,175,0.412
2017,2.5,180,0.281
2017,5.0,-180,0.277
2017,5.0,-175,0.178
2017,5.0,-170,0.087
2017,5.0,-165,0.154
2017,5.0,-160,0.433
2017,5.0,-155,0.314
2017,5.0,-150,0.28
2017,5.0,-145,-0.054
2017,5.0,-140,0.265
2017,5.0,-135,0.019
2017,5.0,-130,0.03
2017,5.0,-125,0.047
2017,5.0,-120,0.103
2017,5.0,-115,0.344
2017,5.0,-110,0.253
2017,5.0,-105,0.077
2017,5.0,-100,0.131
2017,5.0,-95,0.293
2017,5.0,-90,0.323
2017,5.0,-85,0.239
2017,5.0,-80,0.046
2017,5.0,-75,0.157
2017,5.0,-70,0.576
2017,5.0,-65,0.037
2017,5.0,-60,0.275
2017,5.0,-35,-0.078
2017,5.0,-30,0.132
2017,5.0,-25,0.105
2017,5.0,-20,-0.032
2017,5.0,55,0.284
2017,5.0,60,0.063
2017,5.0,65,0.14
2017,5.0,70,0.382
2017,5.0,75,0.042
2017,5.0,80,0.27
2017,5.0,85,0.141
2017,5.0,90,0.429
2017,5.0,95,0.306
2017,5.0,100,0.351
2017,5.0,105,0.138
2017,5.0,110,0.342
2017,5.0,115,0.338
2017,5.0,120,0.296
2017,5.0,125,0.176
2017,5.0,130,0.243
2017,5.0,135,-0.059
2017,5.0,140,0.482
2017,5.0,145,0.128
2017,5.0,150,0.168
2017,5.0,155,0.021
2017,5.0,160,0.32
2017,5.0,165,0.298
2017,5.0,170,0.174
2017,5.0,175,-0.132
2017,5.0,180,0.112
2017,7.5,-180,0.269
2017,7.5,-175,0.238
2017,7.5,-170,0.193
2017,7.5,-165,0.137
2017,7.5,-160,-0.036
2017,7.5,-155,0.345
2017,7.5,-150,-0.016
2017,7.5,-145,0.17
2017,7.5,-140,0.045
2017,7.5,-135,0.349
2017,7.5,-130,0.288
2017,7.5,-125,0.147
2017,7.5,-120,0.304
2017,7.5,-115,-0.023
2017,7.5,-110,0.188
2017,7.5,-105,0.042
2017,7.5,-100,0.354
2017,7.5,-95,0.257
2017,7.5,-90,0.298
2017,7.5,-85,0.117
2017,7.5,-80,0.312
2017,7.5,-75,0.033
2017,7.5,-70,0.054
2017,7.5,-65,0.174
2017,7.5,-60,0.06
2017,7.5,-35,0.305
2017,7.5,-30,-0.181
2017,7.5,-25,0.049
2017,7.5,-20,0.411
2017,7.5,55,0.446
2017,7.5,60,0.302
2017,7.5,65,0.211
2017,7.5,70,0.123
2017,7.5,75,0.075
2017,7.5,80,0.26
2017,7.5,85,0.129
2017,7.5,90,0.22
2017,7.5,95,-0.085
2017,7.5,100,0.121
2017,7.5,105,0.184
2017,7.5,110,0.346
2017,7.5,115,0.062
2017,7.5,120,-0.023
2017,7.5,125,0.267
2017,7.5,130,0.191
2017,7.5,135,-0.058
2017,7.5,140,-0.05
2017,7.5,145,0.103
2017,7.5,150,0.188
2017,7.5,155,0.409
2017,7.5,160,0.038
2017,7.5,165,0.281
2017,7.5,170,-0.094
2017,7.5,175,0.255
2017,7.5,180,0.426
2017,10.0,-180,0.203
2017,10.0,-175,0.082
2017,10.0,-170,0.367
2017,10.0,-165,0.234
2017,10.0,-160,0.205
2017,10.0,-155,0.029
2017,10.0,-150,0.237
2017,10.0,-145,0.079
2017,10.0,-140,0.229
2017,10.0,-135,0.189
2017,10.0,-130,0.345
2017,10.0,-125,0.096
2017,10.0,-120,0.16
2017,10.0,-115,0.302
2017,10.0,-110,0.147
2017,10.0,-105,0.179
2017,10.0,-100,0.121
2017,10.0,-95,0.158
2017,10.0,-90,0.283
2017,10.0,-85,0.458
2017,10.0,-80,-0.07
2017,10.0,-75,-0.008
2017,10.0,-70,0.161
2017,10.0,-65,0.19
2017,10.0,-60,0.149
2017,10.0,-55,0.099
2017,10.0,-50,-0.003
2017,10.0,-45,0.091
2017,10.0,-40,0.305
2017,10.0,-35,0.196
2017,10.0,-30,0.283
2017,10.0,-25,0.002
2017,10.0,-20,0.399
2017,10.0,55,0.391
2017,10.0,60,-0.044
2017,10.0,65,-0.101
2017,10.0,70,0.384
2017,10.0,75,0.063
2017,10.0,80,-0.067
2017,10.0,85,-0.081
2017,10.0,90,0.452
2017,10.0,95,0.314
2017,10.0,100,0.063
2017,10.0,105,0.069
2017,10.0,110,0.19
2017,10.0,115,0.311
2017,10.0,120,0.138
2017,10.0,125,0.064
2017,10.0,130,0.352
2017,10.0,135,0.178
2017,10.0,140,0.153
2017,10.0,145,0.271
2017,10.0,150,-0.138
2017,10.0,155,0.253
2017,10.0,160,0.244
2017,10.0,165,-0.025
2017,10.0,170,-0.109
2017,10.0,175,0.097
2017,10.0,180,0.21
2017,12.5,-180,0.207
2017,12.5,-175,0.42
2017,12.5,-170,0.191
2017,12.5,-165,-0.046
2017,12.5,-160,0.126
2017,12.5,-155,-0.031
2017,12.5,-150,0.137
2017,12.5,-145,0.375
2017,12.5,-140,0.233
2017,12.5,-135,0.056
2017,12.5,-130,0.253
2017,12.5,-125,0.047
2017,12.5,-120,-0.251
2017,12.5,-115,-0.021
2017,12.5,-110,0.233
2017,12.5,-105,0.28
2017,12.5,-100,0.422
2017,12.5,-95,0.215
2017,12.5,-90,0.366
2017,12.5,-85,0.258
2017,12.5,-80,0.305
2017,12.5,-75,0.329
2017,12.5,-70,0.237
2017,12.5,-65,0.325
2017,12.5,-60,0.059
2017,12.5,-55,-0.2
2017,12.5,-50,0.262
2017,12.5,-45,0.22
2017,12.5,-40,0.033
2017,12.5,-35,-0.025
2017,12.5,-30,0.184
2017,12.5,-25,0.271
2017,12.5,-20,0.242
2017,12.5,55,0.313
2017,12.5,60,0.25
2017,12.5,140,0.298
2017,12.5,145,0.231
2017,12.5,150,0.236
2017,12.5,155,0.233
2017,12.5,160,0.058
2017,12.5,165,0.224
2017,12.5,170,0.276
2017,12.5,175,0.212
2017,12.5,180,-0.112
2017,15.0,-180,-0.092
2017,15.0,-175,0.023
2017,15.0,-170,0.129
2017,15.0,-165,0.031
2017,15.0,-160,0.243
2017,15.0,-155,0.325
2017,15.0,-150,0.346
2017,15.0,-145,0.196
2017,15.0,-140,0.308
2017,15.0,-135,0.061
2017,15.0,-130,0.123
2017,15.0,-125,-0.029
2017,15.0,-120,0.327
2017,15.0,-115,0.441
2017,15.0,-110,0.093
2017,15.0,-105,-0.18
2017,15.0,-100,0.002
2017,15.0,-95,0.048
2017,15.0,-90,-0.053
2017,15.0,-85,-0.009
2017,15.0,-80,0.176
2017,15.0,-75,0.245
2017,15.0,-70,-0.164
2017,15.0,-65,0.066
2017,15.0,-60,0.151
2017,15.0,-55,-0.014
2017,15.0,-50,0.181
2017,15.0,-45,0.128
2017,15.0,-40,0.078
2017,15.0,-35,0.016
2017,15.0,-30,0.187
2017,15.0,-25,0.031
2017,15.0,-20,-0.114
2017,15.0,55,0.144
2017,15.0,60,0.172
2017,15.0,140,0.127
2017,15.0,145,0.36
2017,15.0,150,0.024
2017,15.0,155,0.31
2017,15.0,160,-0.074
2017,15.0,165,0.332
2017,15.0,170,0.273
2017,15.0,175,0.122
2017,15.0,180,0.283
2017,17.5,-180,0.052
2017,17.5,-175,-0.011
2017,17.5,-170,0.383
2017,17.5,-165,0.046
2017,17.5,-160,0.229
2017,17.5,-155,0.294
2017,17.5,-150,0.248
2017,17.5,-145,0.217
2017,17.5,-140,0.23
2017,17.5,-135,0.286
2017,17.5,-130,0.175
2017,17.5,-125,0.122
2017,17.5,-120,-0.078
2017,17.5,-115,0.175
2017,17.5,-110,0.282
2017,17.5,-105,-0.038
2017,17.5,-100,0.093
2017,17.5,-95,0.191
2017,17.5,-90,0.354
2017,17.5,-85,-0.046
2017,17.5,-80,0.247
2017,17.5,-75,0.074
2017,17.5,-70,0.026
2017,17.5,-65,-0.01
2017,17.5,-60,0.029
2017,17.5,-55,0.202
2017,17.5,-50,0.093
2017,17.5,-45,0.235
2017,17.5,-40,-0.041
2017,17.5,-35,0.232
2017,17.5,-30,0.193
2017,17.5,-25,-0.099
2017,17.5,-20,0.353
2017,17.5,55,-0.108
2017,17.5,60,-0.013
2017,17.5,140,-0.02
2017,17.5,145,0.287
2017,17.5,150,0.09
2017,17.5,155,0.092
2017,17.5,160,0.254
2017,17.5,165,-0.124
2017,17.5,170,0.122
2017,17.5,175,0.126
2017,17.5,180,0.085
2017,20.0,-180,0.027
2017,20.0,-175,0.003
2017,20.0,-170,0.152
2017,20.0,-165,-0.042
2017,20.0,-160,0.133
2017,20.0,-155,0.026
2017,20.0,-150,0.036
2017,20.0,-145,0.139
2017,20.0,-140,0.035
2017,20.0,-135,0.299
2017,20.0,-130,0.088
2017,20.0,-125,0.266
2017,20.0,-120,-0.005
2017,20.0,-115,-0.008
2017,20.0,-110,-0.14
2017,20.0,-105,0.035
2017,20.0,-100,0.074
2017,20.0,-95,0.121
2017,20.0,-90,0.214
2017,20.0,-85,0.203
2017,20.0,-80,0.28
2017,20.0,-75,-0.024
2017,20.0,-70,0.114
2017,20.0,-65,-0.041
2017,20.0,-60,0.171
2017,20.0,-55,0.38
2017,20.0,-50,-0.07
2017,20.0,-45,0.212
2017,20.0,-40,0.267
2017,20.0,-35,-0.025
2017,20.0,-30,0.175
2017,20.0,-25,0.055
2017,20.0,-20,0.091
2017,20.0,55,0.042
2017,20.0,60,0.045
2017,20.0,140,-0.018
2017,20.0,145,0.234
2017,20.0,150,-0.135
2017,20.0,155,0.271
2017,20.0,160,0.213
2017,20.0,165,-0.233
2017,20.0,170,0.112
2017,20.0,175,-0.188
2017,20.0,180,-0.071
2017,22.5,-180,0.016
2017,22.5,-175,-0.099
2017,22.5,-170,0.424
2017,22.5,-165,0.221
2017,22.5,-160,0.296
2017,22.5,-155,0.07
2017,22.5,-150,0.096
2017,22.5,-145,0.328
2017,22.5,-140,0.156
2017,22.5,-135,0.183
2017,22.5,-130,-0.046
2017,22.5,-125,-0.046
2017,22.5,-120,0.13
2017,22.5,-115,0.147
2017,22.5,-110,-0.058
2017,22.5,-105,0.145
2017,22.5,-100,-0.092
2017,22.5,-95,0.093
2017,22.5,-90,-0.125
2017,22.5,-85,0.29
2017,22.5,-80,0.044
2017,22.5,-75,-0.013
2017,22.5,-70,-0.081
2017,22.5,-65,-0.095
2017,22.5,-60,0.157
2017,22.5,-55,0.242
2017,22.5,-50,0.227
2017,22.5,-45,0.301
2017,22.5,-40,0.353
2017,22.5,-35,0.235
2017,22.5,-30,0.016
2017,22.5,-25,0.116
2017,22.5,-20,-0.247
2017,22.5,55,0.11
2017,22.5,60,0.025
2017,22.5,140,-0.124
2017,22.5,145,-0.126
2017,22.5,150,0.207
2017,22.5,155,0.22
2017,22.5,160,-0.055
2017,22.5,165,0.422
2017,22.5,170,0.033
2017,22.5,175,0.306
2017,22.5,180,0.212
2017,25.0,-180,-0.071
2017,25.0,-175,0.01
2017,25.0,-170,-0.058
2017,25.0,-165,-0.129
2017,25.0,-160,0.035
2017,25.0,-155,-0.107
2017,25.0,-150,0.047
2017,25.0,-145,0.363
2017,25.0,-140,0.177
2017,25.0,-135,-0.011
2017,25.0,-130,-0.023
2017,25.0,-125,0.013
2017,25.0,-120,0.384
2017,25.0,-115,-0.09
2017,25.0,-110,0.073
2017,25.0,-105,0.143
2017,25.0,-100,0.255
2017,25.0,-95,0.023
2017,25.0,-90,-0.072
2017,25.0,-85,0.116
2017,25.0,-80,0.27
2017,25.0,-75,0.032
2017,25.0,-70,-0.053
2017,25.0,-65,0.089
2017,25.0,-60,-0.171
2017,25.0,-55,0.04
2017,25.0,-50,0.25
2017,25.0,-45,0.204
2017,25.0,-40,0.051
2017,25.0,-35,0.322
2017,25.0,-30,0.359
2017,25.0,-25,0.172
2017,25.0,-20,-0.147
2017,25.0,55,0.131
2017,25.0,60,-0.046
2017,25.0,140,-0.009
2017,25.0,145,-0.012
2017,25.0,150,0.042
2017,25.0,155,0.003
2017,25.0,160,-0.228
2017,25.0,165,0.059
2017,25.0,170,0.108
2017,25.0,175,0.044
2017,25.0,180,0.116
2017,27.5,-180,0.067
2017,27.5,-175,-0.153
2017,27.5,-170,0.01
2017,27.5,-165,0.072
2017,27.5,-160,0.019
2017,27.5,-155,-0.169
2017,27.5,-150,0.238
2017,27.5,-145,-0.091
2017,27.5,-140,-0.132
2017,27.5,-135,0.061
2017,27.5,-130,0.007
2017,27.5,-125,0.145
2017,27.5,-120,0.186
2017,27.5,-115,0.163
2017,27.5,-110,0.054
2017,27.5,-105,0.138
2017,27.5,-100,-0.179
2017,27.5,-95,0.219
2017,27.5,-90,-0.006
2017,27.5,-85,0.35
2017,27.5,-80,0.223
2017,27.5,-75,0.025
2017,27.5,-70,0.058
2017,27.5,-65,0.232
2017,27.5,-60,-0.284
2017,27.5,-55,0.031
2017,27.5,-50,0.31
2017,27.5,-45,0.181
2017,27.5,-40,-0.071
2017,27.5,-35,0.102
2017,27.5,-30,-0.092
2017,27.5,-25,0.003
2017,27.5,-20,0.105
2017,27.5,55,-0.12
2017,27.5,60,-0.045
2017,27.5,140,-0.086
2017,27.5,145,0.071
2017,27.5,150,-0.153
2017,27.5,155,0.224
2017,27.5,160,0.215
2017,27.5,165,0.118
2017,27.5,170,0.176
2017,27.5,175,0.063
2017,27.5,180,0.124
2017,30.0,-180,-0.159
2017,30.0,-175,0.245
2017,30.0,-170,-0.037
2017,30.0,-165,0.017
2017,30.0,-160,0.41
2017,30.0,-155,0.003
2017,30.0,-150,0.147
2017,30.0,-145,0.114
2017,30.0,-140,-0.163
2017,30.0,-135,-0.114
2017,30.0,-130,0.342
2017,30.0,-125,0.123
2017,30.0,-120,0.034
2017,30.0,-115,-0.044
2017,30.0,-110,0.084
2017,30.0,-105,0.099
2017,30.0,-100,0.07
2017,30.0,-95,0.197
2017,30.0,-90,-0.094
2017,30.0,-85,-0.114
2017,30.0,-80,0.193
2017,30.0,-75,0.353
2017,30.0,-70,0.163
2017,30.0,-65,0.231
2017,30.0,-60,0.025
2017,30.0,-55,0.076
2017,30.0,-50,0.074
2017,30.0,-45,0.028
2017,30.0,-40,0.248
2017,30.0,-35,0.204
2017,30.0,-30,-0.023
2017,30.0,-25,-0.21
2017,30.0,-20,0.027
2017,30.0,55,0.375
2017,30.0,60,0.159
2017,30.0,140,-0.047
2017,30.0,145,0.021
2017,30.0,150,-0.135
2017,30.0,155,0.146
2017,30.0,160,-0.273
2017,30.0,165,0.19
2017,30.0,170,0.208
2017,30.0,175,-0.403
2017,30.0,180,0.228
2018,-30.0,-180,0.193
2018,-30.0,-175,-0.005
2018,-30.0,-170,-0.14
2018,-30.0,-165,-0.087
2018,-30.0,-160,-0.075
2018,-30.0,-155,0.236
2018,-30.0,-150,-0.029
2018,-30.0,-145,0.174
