date,region,sst_celsius,sst_anomaly,dhw,bleaching_pct,alert_level,bleaching_threshold
2002-03-01,Coral Triangle,27.41,0.47,0.0,0.4,0.0,30.0
2002-04-01,Coral Triangle,26.85,0.15,0.0,1.3,0.0,30.0
2002-05-01,Coral Triangle,26.81,-0.14,0.0,1.0,0.0,30.0
2002-06-01,Coral Triangle,27.98,0.38,0.0,0.6,0.0,30.0
2002-07-01,Coral Triangle,28.76,0.26,0.0,2.1,0.0,30.0
2002-08-01,Coral Triangle,28.91,-0.49,0.0,0.0,0.0,30.0
2002-09-01,Coral Triangle,29.7,-0.36,0.0,0.5,0.0,30.0
2002-10-01,Coral Triangle,30.43,0.13,1.7,7.5,0.5,30.0
2002-11-01,Coral Triangle,30.11,0.05,0.3,2.0,0.0,30.0
2002-12-01,Coral Triangle,29.28,-0.12,0.0,0.6,0.0,30.0
2003-01-01,Coral Triangle,29.0,0.5,0.0,0.7,0.0,30.0
2003-02-01,Coral Triangle,27.54,-0.06,0.0,3.1,0.0,30.0
2003-03-01,Coral Triangle,27.1,0.16,0.0,2.0,0.0,30.0
2003-04-01,Coral Triangle,26.82,0.12,0.0,0.8,0.0,30.0
2003-05-01,Coral Triangle,26.96,0.02,0.0,1.7,0.0,30.0
2003-06-01,Coral Triangle,27.66,0.06,0.0,0.9,0.0,30.0
2003-07-01,Coral Triangle,28.57,0.07,0.0,1.9,0.0,30.0
2003-08-01,Coral Triangle,29.55,0.15,0.0,0.0,0.0,30.0
2003-09-01,Coral Triangle,30.73,0.67,2.8,13.9,0.5,30.0
2003-10-01,Coral Triangle,30.03,-0.27,0.2,0.0,0.0,30.0
2003-11-01,Coral Triangle,29.92,-0.14,0.0,0.8,0.0,30.0
2003-12-01,Coral Triangle,29.51,0.11,0.0,1.5,0.0,30.0
2004-01-01,Coral Triangle,28.61,0.11,0.0,3.4,0.0,30.0
2004-02-01,Coral Triangle,27.64,0.04,0.0,2.1,0.0,30.0
2004-03-01,Coral Triangle,27.33,0.39,0.0,1.6,0.0,30.0
2004-04-01,Coral Triangle,26.42,-0.28,0.0,0.0,0.0,30.0
2004-05-01,Coral Triangle,27.09,0.15,0.0,0.9,0.0,30.0
2004-06-01,Coral Triangle,27.76,0.16,0.0,1.4,0.0,30.0
2004-07-01,Coral Triangle,29.04,0.54,0.0,0.8,0.0,30.0
2004-08-01,Coral Triangle,29.75,0.35,0.0,0.0,0.0,30.0
2004-09-01,Coral Triangle,30.3,0.24,1.4,2.8,0.5,30.0
2004-10-01,Coral Triangle,30.77,0.47,3.0,9.5,0.5,30.0
2004-11-01,Coral Triangle,30.07,0.01,0.3,0.0,0.0,30.0
2004-12-01,Coral Triangle,29.03,-0.37,0.0,0.2,0.0,30.0
2005-01-01,Coral Triangle,28.28,-0.22,0.0,0.4,0.0,30.0
2005-02-01,Coral Triangle,27.28,-0.32,0.0,2.0,0.0,30.0
2005-03-01,Coral Triangle,26.81,-0.13,0.0,2.0,0.0,30.0
2005-04-01,Coral Triangle,26.68,-0.02,0.0,3.3,0.0,30.0
2005-05-01,Coral Triangle,26.6,-0.34,0.0,2.0,0.0,30.0
2005-06-01,Coral Triangle,28.41,0.81,0.0,1.6,0.0,30.0
2005-07-01,Coral Triangle,28.75,0.25,0.0,1.8,0.0,30.0
2005-08-01,Coral Triangle,29.56,0.16,0.0,0.9,0.0,30.0
2005-09-01,Coral Triangle,29.91,-0.15,0.0,0.0,0.0,30.0
2005-10-01,Coral Triangle,30.35,0.05,1.0,0.0,0.0,30.0
2005-11-01,Coral Triangle,30.19,0.13,1.1,7.8,0.5,30.0
2005-12-01,Coral Triangle,29.0,-0.4,0.0,1.9,0.0,30.0
2006-01-01,Coral Triangle,28.3,-0.2,0.0,1.6,0.0,30.0
2006-02-01,Coral Triangle,27.4,-0.2,0.0,0.0,0.0,30.0
2006-03-01,Coral Triangle,26.85,-0.09,0.0,0.0,0.0,30.0
2006-04-01,Coral Triangle,26.92,0.22,0.0,1.6,0.0,30.0
2006-05-01,Coral Triangle,27.1,0.16,0.0,1.1,0.0,30.0
2006-06-01,Coral Triangle,27.56,-0.04,0.0,1.5,0.0,30.0
2006-07-01,Coral Triangle,28.6,0.1,0.0,0.3,0.0,30.0
2006-08-01,Coral Triangle,29.29,-0.11,0.0,2.7,0.0,30.0
2006-09-01,Coral Triangle,29.78,-0.28,0.0,0.3,0.0,30.0
2006-10-01,Coral Triangle,30.66,0.36,2.4,13.4,0.5,30.0
2006-11-01,Coral Triangle,29.95,-0.11,0.0,0.2,0.0,30.0
2006-12-01,Coral Triangle,30.13,0.73,0.3,1.3,0.0,30.0
2007-01-01,Coral Triangle,28.8,0.3,0.0,0.8,0.0,30.0
2007-02-01,Coral Triangle,27.67,0.07,0.0,0.9,0.0,30.0
2007-03-01,Coral Triangle,27.34,0.39,0.0,0.4,0.0,30.0
2007-04-01,Coral Triangle,26.39,-0.31,0.0,3.6,0.0,30.0
2007-05-01,Coral Triangle,26.81,-0.14,0.0,2.7,0.0,30.0
2007-06-01,Coral Triangle,27.54,-0.06,0.0,2.6,0.0,30.0
2007-07-01,Coral Triangle,28.49,-0.01,0.0,0.4,0.0,30.0
2007-08-01,Coral Triangle,29.2,-0.2,0.0,0.0,0.0,30.0
2007-09-01,Coral Triangle,30.17,0.12,0.5,1.2,0.0,30.0
2007-10-01,Coral Triangle,29.94,-0.36,0.0,1.8,0.0,30.0
2007-11-01,Coral Triangle,29.57,-0.49,0.0,2.2,0.0,30.0
2007-12-01,Coral Triangle,29.14,-0.26,0.0,1.4,0.0,30.0
2008-01-01,Coral Triangle,28.41,-0.09,0.0,1.6,0.0,30.0
2008-02-01,Coral Triangle,27.74,0.14,0.0,0.1,0.0,30.0
2008-03-01,Coral Triangle,27.11,0.17,0.0,0.9,0.0,30.0
2008-04-01,Coral Triangle,26.55,-0.15,0.0,2.2,0.0,30.0
2008-05-01,Coral Triangle,27.39,0.45,0.0,0.0,0.0,30.0
2008-06-01,Coral Triangle,27.63,0.03,0.0,1.1,0.0,30.0
2008-07-01,Coral Triangle,29.32,0.82,0.0,1.2,0.0,30.0
2008-08-01,Coral Triangle,29.43,0.03,0.0,0.8,0.0,30.0
2008-09-01,Coral Triangle,30.39,0.33,2.0,2.1,0.5,30.0
2008-10-01,Coral Triangle,30.02,-0.28,0.0,1.5,0.0,30.0
2008-11-01,Coral Triangle,29.85,-0.21,0.0,1.4,0.0,30.0
2008-12-01,Coral Triangle,30.27,0.87,1.1,7.4,0.5,30.0
2009-01-01,Coral Triangle,28.66,0.16,0.0,1.9,0.0,30.0
2009-02-01,Coral Triangle,27.65,0.05,0.0,1.3,0.0,30.0
2009-03-01,Coral Triangle,26.88,-0.07,0.0,0.8,0.0,30.0
2009-04-01,Coral Triangle,26.61,-0.09,0.0,0.1,0.0,30.0
2009-05-01,Coral Triangle,27.08,0.14,0.0,2.1,0.0,30.0
2009-06-01,Coral Triangle,27.88,0.28,0.0,1.8,0.0,30.0
2009-07-01,Coral Triangle,29.05,0.55,0.0,1.0,0.0,30.0
2009-08-01,Coral Triangle,29.14,-0.26,0.0,0.7,0.0,30.0
2009-09-01,Coral Triangle,30.01,-0.05,0.0,1.1,0.0,30.0
2009-10-01,Coral Triangle,30.59,0.29,2.3,9.4,0.5,30.0
2009-11-01,Coral Triangle,30.21,0.15,0.3,0.1,0.0,30.0
2009-12-01,Coral Triangle,29.49,0.09,0.0,1.6,0.0,30.0
2010-01-01,Coral Triangle,29.11,0.61,0.0,0.8,0.0,30.0
2010-02-01,Coral Triangle,28.2,0.6,0.0,0.7,0.0,30.0
2010-03-01,Coral Triangle,26.91,-0.03,0.0,0.6,0.0,30.0
2010-04-01,Coral Triangle,26.9,0.2,0.0,1.0,0.0,30.0
2010-05-01,Coral Triangle,27.22,0.28,0.0,1.9,0.0,30.0
2010-06-01,Coral Triangle,27.9,0.3,0.0,1.9,0.0,30.0
2010-07-01,Coral Triangle,28.84,0.34,0.0,0.0,0.0,30.0
2010-08-01,Coral Triangle,29.61,0.21,0.0,1.8,0.0,30.0
2010-09-01,Coral Triangle,30.64,0.58,0.6,0.5,0.0,30.0
2010-10-01,Coral Triangle,31.17,0.87,2.6,8.7,0.5,30.0
2010-11-01,Coral Triangle,30.2,0.15,1.0,1.1,0.0,30.0
2010-12-01,Coral Triangle,29.26,-0.14,0.0,0.8,0.0,30.0
2011-01-01,Coral Triangle,28.66,0.16,0.0,0.6,0.0,30.0
2011-02-01,Coral Triangle,27.5,-0.1,0.0,2.7,0.0,30.0
2011-03-01,Coral Triangle,26.69,-0.25,0.0,2.5,0.0,30.0
2011-04-01,Coral Triangle,26.8,0.1,0.0,2.0,0.0,30.0
2011-05-01,Coral Triangle,26.92,-0.02,0.0,1.7,0.0,30.0
2011-06-01,Coral Triangle,27.62,0.02,0.0,0.4,0.0,30.0
2011-07-01,Coral Triangle,28.89,0.39,0.0,2.3,0.0,30.0
2011-08-01,Coral Triangle,30.03,0.63,0.1,0.2,0.0,30.0
2011-09-01,Coral Triangle,30.36,0.3,1.2,13.5,0.5,30.0
2011-10-01,Coral Triangle,30.51,0.21,1.8,6.3,0.5,30.0
2011-11-01,Coral Triangle,29.82,-0.24,0.0,2.2,0.0,30.0
2011-12-01,Coral Triangle,29.37,-0.03,0.0,1.5,0.0,30.0
2012-01-01,Coral Triangle,29.04,0.54,0.0,2.0,0.0,30.0
2012-02-01,Coral Triangle,27.55,-0.05,0.0,2.5,0.0,30.0
2012-03-01,Coral Triangle,27.02,0.08,0.0,2.3,0.0,30.0
2012-04-01,Coral Triangle,27.05,0.35,0.0,3.2,0.0,30.0
2012-05-01,Coral Triangle,26.93,-0.01,0.0,1.1,0.0,30.0
2012-06-01,Coral Triangle,27.86,0.26,0.0,1.5,0.0,30.0
2012-07-01,Coral Triangle,28.84,0.34,0.0,0.6,0.0,30.0
2012-08-01,Coral Triangle,29.33,-0.07,0.0,0.0,0.0,30.0
2012-09-01,Coral Triangle,30.86,0.8,2.3,5.8,0.5,30.0
2012-10-01,Coral Triangle,30.4,0.1,1.7,9.3,0.5,30.0
2012-11-01,Coral Triangle,30.5,0.44,1.6,4.1,0.5,30.0
2012-12-01,Coral Triangle,29.66,0.26,0.0,2.6,0.0,30.0
2013-01-01,Coral Triangle,28.84,0.34,0.0,1.7,0.0,30.0
2013-02-01,Coral Triangle,28.15,0.55,0.0,0.0,0.0,30.0
2013-03-01,Coral Triangle,27.26,0.31,0.0,0.5,0.0,30.0
2013-04-01,Coral Triangle,27.07,0.37,0.0,1.0,0.0,30.0
2013-05-01,Coral Triangle,27.23,0.29,0.0,1.2,0.0,30.0
2013-06-01,Coral Triangle,28.58,0.98,0.0,0.0,0.0,30.0
2013-07-01,Coral Triangle,28.92,0.42,0.0,2.3,0.0,30.0
2013-08-01,Coral Triangle,29.8,0.4,0.0,0.0,0.0,30.0
2013-09-01,Coral Triangle,30.19,0.13,0.6,0.4,0.0,30.0
2013-10-01,Coral Triangle,30.67,0.37,4.0,38.3,1.0,30.0
2013-11-01,Coral Triangle,29.9,-0.16,0.0,2.2,0.0,30.0
2013-12-01,Coral Triangle,29.41,0.01,0.0,1.0,0.0,30.0
2014-01-01,Coral Triangle,28.47,-0.03,0.0,0.9,0.0,30.0
2014-02-01,Coral Triangle,27.94,0.34,0.0,0.6,0.0,30.0
2014-03-01,Coral Triangle,27.37,0.43,0.0,2.7,0.0,30.0
2014-04-01,Coral Triangle,26.79,0.09,0.0,1.9,0.0,30.0
2014-05-01,Coral Triangle,26.73,-0.22,0.0,0.0,0.0,30.0
2014-06-01,Coral Triangle,28.19,0.59,0.0,3.6,0.0,30.0
2014-07-01,Coral Triangle,28.54,0.04,0.0,2.5,0.0,30.0
2014-08-01,Coral Triangle,30.21,0.81,1.4,10.2,0.5,30.0
2014-09-01,Coral Triangle,30.58,0.52,2.7,12.0,0.5,30.0
2014-10-01,Coral Triangle,30.34,0.04,1.0,3.1,0.5,30.0
2014-11-01,Coral Triangle,30.22,0.16,0.8,1.7,0.0,30.0
2014-12-01,Coral Triangle,29.9,0.5,0.0,2.5,0.0,30.0
2015-01-01,Coral Triangle,29.38,0.88,0.0,0.3,0.0,30.0
2015-02-01,Coral Triangle,28.27,0.67,0.0,0.9,0.0,30.0
2015-03-01,Coral Triangle,28.62,1.68,0.0,0.0,0.0,30.0
2015-04-01,Coral Triangle,28.48,1.78,0.0,1.6,0.0,30.0
2015-05-01,Coral Triangle,28.1,1.16,0.0,0.6,0.0,30.0
2015-06-01,Coral Triangle,28.15,0.55,0.0,2.5,0.0,30.0
2015-07-01,Coral Triangle,28.58,0.08,0.0,1.1,0.0,30.0
2015-08-01,Coral Triangle,29.09,-0.31,0.0,0.9,0.0,30.0
2015-09-01,Coral Triangle,30.14,0.09,0.3,1.5,0.0,30.0
2015-10-01,Coral Triangle,30.37,0.07,0.9,0.0,0.0,30.0
2015-11-01,Coral Triangle,31.28,1.22,7.8,60.0,1.0,30.0
2015-12-01,Coral Triangle,30.49,1.09,1.6,7.1,0.5,30.0
2016-01-01,Coral Triangle,29.44,0.94,0.0,1.8,0.0,30.0
2016-02-01,Coral Triangle,29.21,1.61,0.0,0.8,0.0,30.0
2016-03-01,Coral Triangle,27.92,0.98,0.0,0.8,0.0,30.0
2016-04-01,Coral Triangle,28.05,1.35,0.0,0.2,0.0,30.0
2016-05-01,Coral Triangle,28.63,1.69,0.0,1.0,0.0,30.0
2016-06-01,Coral Triangle,27.62,0.02,0.0,1.9,0.0,30.0
2016-07-01,Coral Triangle,28.96,0.46,0.0,1.1,0.0,30.0
2016-08-01,Coral Triangle,29.79,0.39,0.0,0.5,0.0,30.0
2016-09-01,Coral Triangle,30.54,0.48,1.3,5.5,0.5,30.0
2016-10-01,Coral Triangle,30.13,-0.17,0.6,1.0,0.0,30.0
2016-11-01,Coral Triangle,30.81,0.76,4.4,31.1,1.0,30.0
2016-12-01,Coral Triangle,30.4,1.0,1.7,10.8,0.5,30.0
2017-01-01,Coral Triangle,28.45,-0.05,0.0,1.4,0.0,30.0
2017-02-01,Coral Triangle,28.06,0.46,0.0,0.6,0.0,30.0
2017-03-01,Coral Triangle,26.95,0.01,0.0,0.0,0.0,30.0
2017-04-01,Coral Triangle,26.08,-0.62,0.0,1.9,0.0,30.0
2017-05-01,Coral Triangle,26.49,-0.45,0.0,1.6,0.0,30.0
2017-06-01,Coral Triangle,28.47,0.87,0.0,0.3,0.0,30.0
2017-07-01,Coral Triangle,28.7,0.2,0.0,0.4,0.0,30.0
2017-08-01,Coral Triangle,29.42,0.02,0.0,0.0,0.0,30.0
2017-09-01,Coral Triangle,30.35,0.29,2.1,7.9,0.5,30.0
2017-10-01,Coral Triangle,30.48,0.18,1.7,0.0,0.5,30.0
2017-11-01,Coral Triangle,30.58,0.52,2.3,5.9,0.5,30.0
2017-12-01,Coral Triangle,30.61,1.21,2.7,4.3,0.5,30.0
2018-01-01,Coral Triangle,28.64,0.14,0.0,1.1,0.0,30.0
2018-02-01,Coral Triangle,27.44,-0.16,0.0,0.3,0.0,30.0
2018-03-01,Coral Triangle,27.77,0.83,0.0,0.6,0.0,30.0
2018-04-01,Coral Triangle,27.35,0.65,0.0,1.9,0.0,30.0
2018-05-01,Coral Triangle,27.36,0.42,0.0,0.4,0.0,30.0
2018-06-01,Coral Triangle,28.18,0.58,0.0,0.6,0.0,30.0
2018-07-01,Coral Triangle,28.48,-0.02,0.0,3.1,0.0,30.0
2018-08-01,Coral Triangle,29.35,-0.05,0.0,2.4,0.0,30.0
2018-09-01,Coral Triangle,30.3,0.25,1.4,0.0,0.5,30.0
2018-10-01,Coral Triangle,30.7,0.4,2.6,12.8,0.5,30.0
2018-11-01,Coral Triangle,30.69,0.63,4.9,44.0,1.0,30.0
2018-12-01,Coral Triangle,29.77,0.37,0.0,0.6,0.0,30.0
2019-01-01,Coral Triangle,28.89,0.39,0.0,1.2,0.0,30.0
2019-02-01,Coral Triangle,28.28,0.68,0.0,2.1,0.0,30.0
2019-03-01,Coral Triangle,27.62,0.68,0.0,0.0,0.0,30.0
2019-04-01,Coral Triangle,26.8,0.1,0.0,1.0,0.0,30.0
2019-05-01,Coral Triangle,26.93,-0.01,0.0,1.8,0.0,30.0
2019-06-01,Coral Triangle,28.05,0.45,0.0,0.6,0.0,30.0
2019-07-01,Coral Triangle,28.67,0.17,0.0,2.6,0.0,30.0
2019-08-01,Coral Triangle,29.59,0.19,0.0,2.5,0.0,30.0
2019-09-01,Coral Triangle,30.64,0.58,2.2,8.7,0.5,30.0
2019-10-01,Coral Triangle,30.58,0.28,1.7,6.7,0.5,30.0
2019-11-01,Coral Triangle,29.99,-0.07,0.0,0.5,0.0,30.0
2019-12-01,Coral Triangle,29.75,0.35,0.0,0.7,0.0,30.0
2020-01-01,Coral Triangle,28.98,0.48,0.0,1.9,0.0,30.0
2020-02-01,Coral Triangle,27.5,-0.1,0.0,2.9,0.0,30.0
2020-03-01,Coral Triangle,26.94,-0.0,0.0,1.5,0.0,30.0
2020-04-01,Coral Triangle,27.05,0.35,0.0,1.5,0.0,30.0
2020-05-01,Coral Triangle,27.43,0.49,0.0,1.4,0.0,30.0
2020-06-01,Coral Triangle,27.83,0.23,0.0,2.9,0.0,30.0
2020-07-01,Coral Triangle,28.76,0.26,0.0,2.1,0.0,30.0
2020-08-01,Coral Triangle,29.66,0.26,0.0,1.8,0.0,30.0
2020-09-01,Coral Triangle,30.2,0.14,0.8,1.3,0.0,30.0
2020-10-01,Coral Triangle,30.66,0.36,3.2,7.4,0.5,30.0
2020-11-01,Coral Triangle,30.51,0.45,1.9,9.4,0.5,30.0
2020-12-01,Coral Triangle,29.88,0.48,0.0,2.1,0.0,30.0
2021-01-01,Coral Triangle,28.65,0.15,0.0,1.4,0.0,30.0
2021-02-01,Coral Triangle,28.47,0.87,0.0,0.7,0.0,30.0
2021-03-01,Coral Triangle,27.25,0.31,0.0,1.8,0.0,30.0
2021-04-01,Coral Triangle,26.53,-0.17,0.0,0.0,0.0,30.0
2021-05-01,Coral Triangle,27.54,0.6,0.0,0.9,0.0,30.0
2021-06-01,Coral Triangle,27.86,0.26,0.0,2.2,0.0,30.0
2021-07-01,Coral Triangle,28.54,0.04,0.0,2.0,0.0,30.0
2021-08-01,Coral Triangle,29.87,0.47,0.0,2.0,0.0,30.0
2021-09-01,Coral Triangle,29.56,-0.5,0.0,0.3,0.0,30.0
2021-10-01,Coral Triangle,30.07,-0.23,0.3,2.4,0.0,30.0
2021-11-01,Coral Triangle,30.33,0.27,1.7,13.2,0.5,30.0
2021-12-01,Coral Triangle,30.11,0.71,0.7,1.7,0.0,30.0
2022-01-01,Coral Triangle,28.85,0.35,0.0,0.8,0.0,30.0
2022-02-01,Coral Triangle,27.68,0.08,0.0,0.8,0.0,30.0
2022-03-01,Coral Triangle,27.31,0.37,0.0,1.0,0.0,30.0
2022-04-01,Coral Triangle,27.54,0.84,0.0,1.2,0.0,30.0
2022-05-01,Coral Triangle,27.05,0.11,0.0,0.4,0.0,30.0
2022-06-01,Coral Triangle,27.92,0.32,0.0,0.3,0.0,30.0
2022-07-01,Coral Triangle,28.41,-0.09,0.0,0.0,0.0,30.0
2022-08-01,Coral Triangle,29.96,0.56,0.0,0.0,0.0,30.0
2022-09-01,Coral Triangle,30.3,0.24,0.9,1.3,0.0,30.0
2022-10-01,Coral Triangle,31.03,0.73,1.8,6.0,0.5,30.0
2022-11-01,Coral Triangle,30.34,0.28,1.6,6.0,0.5,30.0
2022-12-01,Coral Triangle,29.5,0.1,0.0,0.2,0.0,30.0
2023-01-01,Coral Triangle,29.71,1.21,0.0,2.9,0.0,30.0
2023-02-01,Coral Triangle,28.58,0.98,0.0,0.0,0.0,30.0
2023-03-01,Coral Triangle,27.55,0.6,0.0,1.3,0.0,30.0
2023-04-01,Coral Triangle,28.15,1.45,0.0,1.9,0.0,30.0
2023-05-01,Coral Triangle,28.2,1.26,0.0,2.6,0.0,30.0
2023-06-01,Coral Triangle,29.31,1.71,0.0,0.1,0.0,30.0
2023-07-01,Coral Triangle,29.26,0.76,0.0,0.8,0.0,30.0
2023-08-01,Coral Triangle,30.4,1.0,1.5,5.0,0.5,30.0
2023-09-01,Coral Triangle,31.14,1.08,3.7,11.8,0.5,30.0
2023-10-01,Coral Triangle,31.43,1.13,3.8,18.6,0.5,30.0
2023-11-01,Coral Triangle,30.91,0.86,3.7,14.6,0.5,30.0
2023-12-01,Coral Triangle,30.31,0.91,1.6,6.3,0.5,30.0
2024-01-01,Coral Triangle,29.22,0.72,0.0,0.0,0.0,30.0
2024-02-01,Coral Triangle,28.64,1.04,0.0,0.8,0.0,30.0
2024-03-01,Coral Triangle,28.06,1.12,0.0,0.5,0.0,30.0
2024-04-01,Coral Triangle,28.04,1.34,0.0,0.0,0.0,30.0
2024-05-01,Coral Triangle,28.74,1.8,0.0,2.0,0.0,30.0
2024-06-01,Coral Triangle,29.19,1.59,0.0,2.8,0.0,30.0
2024-07-01,Coral Triangle,29.56,1.06,0.0,2.0,0.0,30.0
2024-08-01,Coral Triangle,30.51,1.11,2.9,7.4,0.5,30.0
2024-09-01,Coral Triangle,31.31,1.25,5.6,42.1,1.0,30.0
2024-10-01,Coral Triangle,31.55,1.25,7.7,39.5,1.0,30.0
2024-11-01,Coral Triangle,31.35,1.29,2.7,13.3,0.5,30.0
2024-12-01,Coral Triangle,30.6,1.2,1.6,2.8,0.5,30.0
2025-01-01,Coral Triangle,28.94,0.44,0.0,0.7,0.0,30.0
2025-02-01,Coral Triangle,28.61,1.01,0.0,2.4,0.0,30.0
2025-03-01,Coral Triangle,27.55,0.61,0.0,0.0,0.0,30.0
2025-04-01,Coral Triangle,27.23,0.53,0.0,2.6,0.0,30.0
2025-05-01,Coral Triangle,27.35,0.4,0.0,1.0,0.0,30.0
2025-06-01,Coral Triangle,28.46,0.86,0.0,1.4,0.0,30.0
2025-07-01,Coral Triangle,29.13,0.63,0.0,1.5,0.0,30.0
2025-08-01,Coral Triangle,30.18,0.78,0.6,0.9,0.0,30.0
2025-09-01,Coral Triangle,30.81,0.75,2.9,7.3,0.5,30.0
2025-10-01,Coral Triangle,31.55,1.25,7.3,49.0,1.0,30.0
2025-11-01,Coral Triangle,31.04,0.98,3.8,17.1,0.5,30.0
2025-12-01,Coral Triangle,30.29,0.89,1.1,5.6,0.5,30.0
2000-01-01,Caribbean,27.03,-0.47,0.0,0.0,0.0,29.0
2000-02-01,Caribbean,26.64,0.04,0.0,3.2,0.0,29.0
2000-03-01,Caribbean,26.13,0.19,0.0,0.0,0.0,29.0
2000-04-01,Caribbean,25.54,-0.16,0.0,0.4,0.0,29.0
2000-05-01,Caribbean,25.89,-0.05,0.0,0.0,0.0,29.0
2000-06-01,Caribbean,26.82,0.22,0.0,1.2,0.0,29.0
2000-07-01,Caribbean,28.12,0.62,0.0,0.0,0.0,29.0
2000-08-01,Caribbean,28.31,-0.09,0.0,3.0,0.0,29.0
2000-09-01,Caribbean,28.69,-0.37,0.0,0.5,0.0,29.0
2000-10-01,Caribbean,29.27,-0.03,1.9,0.0,0.5,29.0
2000-11-01,Caribbean,29.13,0.08,0.6,2.1,0.0,29.0
2000-12-01,Caribbean,28.43,0.03,0.0,0.6,0.0,29.0
2001-01-01,Caribbean,27.6,0.1,0.0,1.6,0.0,29.0
2001-02-01,Caribbean,26.5,-0.1,0.0,1.0,0.0,29.0
2001-03-01,Caribbean,26.29,0.35,0.0,0.0,0.0,29.0
2001-04-01,Caribbean,26.09,0.39,0.0,0.3,0.0,29.0
2001-05-01,Caribbean,25.78,-0.16,0.0,0.0,0.0,29.0
2001-06-01,Caribbean,27.56,0.96,0.0,1.2,0.0,29.0
2001-07-01,Caribbean,27.5,-0.0,0.0,1.5,0.0,29.0
2001-08-01,Caribbean,28.61,0.21,0.0,1.1,0.0,29.0
2001-09-01,Caribbean,29.01,-0.04,0.1,0.8,0.0,29.0
2001-10-01,Caribbean,29.66,0.36,3.1,0.0,0.5,29.0
2001-11-01,Caribbean,29.27,0.21,1.1,3.3,0.5,29.0
2001-12-01,Caribbean,28.3,-0.1,0.0,1.9,0.0,29.0
2002-01-01,Caribbean,27.3,-0.2,0.0,0.0,0.0,29.0
2002-02-01,Caribbean,26.22,-0.38,0.0,1.9,0.0,29.0
2002-03-01,Caribbean,26.26,0.32,0.0,1.7,0.0,29.0
2002-04-01,Caribbean,25.88,0.18,0.0,1.4,0.0,29.0
2002-05-01,Caribbean,26.21,0.27,0.0,2.2,0.0,29.0
2002-06-01,Caribbean,26.84,0.24,0.0,2.1,0.0,29.0
2002-07-01,Caribbean,27.52,0.02,0.0,0.8,0.0,29.0
2002-08-01,Caribbean,28.21,-0.19,0.0,0.9,0.0,29.0
2002-09-01,Caribbean,28.85,-0.21,0.0,0.0,0.0,29.0
2002-10-01,Caribbean,29.39,0.09,1.6,0.6,0.5,29.0
2002-11-01,Caribbean,29.29,0.23,1.5,0.0,0.5,29.0
2002-12-01,Caribbean,28.2,-0.2,0.0,0.1,0.0,29.0
2003-01-01,Caribbean,27.79,0.29,0.0,0.7,0.0,29.0
2003-02-01,Caribbean,26.04,-0.56,0.0,0.0,0.0,29.0
2003-03-01,Caribbean,26.0,0.06,0.0,2.4,0.0,29.0
2003-04-01,Caribbean,25.35,-0.35,0.0,1.2,0.0,29.0
2003-05-01,Caribbean,26.53,0.59,0.0,1.2,0.0,29.0
2003-06-01,Caribbean,26.5,-0.1,0.0,0.0,0.0,29.0
2003-07-01,Caribbean,27.69,0.19,0.0,2.1,0.0,29.0
2003-08-01,Caribbean,29.27,0.87,1.2,1.1,0.5,29.0
2003-09-01,Caribbean,29.1,0.04,0.2,0.3,0.0,29.0
2003-10-01,Caribbean,29.22,-0.08,0.7,1.2,0.0,29.0
2003-11-01,Caribbean,28.86,-0.2,0.0,1.0,0.0,29.0
2003-12-01,Caribbean,28.44,0.04,0.0,1.2,0.0,29.0
2004-01-01,Caribbean,27.81,0.31,0.0,0.3,0.0,29.0
2004-02-01,Caribbean,26.57,-0.03,0.0,0.2,0.0,29.0
2004-03-01,Caribbean,25.86,-0.08,0.0,1.3,0.0,29.0
2004-04-01,Caribbean,25.82,0.12,0.0,0.9,0.0,29.0
2004-05-01,Caribbean,26.12,0.18,0.0,1.3,0.0,29.0
2004-06-01,Caribbean,26.49,-0.11,0.0,0.9,0.0,29.0
2004-07-01,Caribbean,27.99,0.49,0.0,2.0,0.0,29.0
2004-08-01,Caribbean,28.83,0.43,0.0,1.2,0.0,29.0
2004-09-01,Caribbean,28.93,-0.13,0.0,1.6,0.0,29.0
2004-10-01,Caribbean,29.72,0.42,2.8,6.0,0.5,29.0
2004-11-01,Caribbean,29.12,0.06,0.6,0.0,0.0,29.0
2004-12-01,Caribbean,27.77,-0.63,0.0,0.0,0.0,29.0
2005-01-01,Caribbean,27.42,-0.08,0.0,0.5,0.0,29.0
2005-02-01,Caribbean,27.11,0.51,0.0,1.3,0.0,29.0
2005-03-01,Caribbean,26.2,0.26,0.0,2.0,0.0,29.0
2005-04-01,Caribbean,25.75,0.05,0.0,0.0,0.0,29.0
2005-05-01,Caribbean,25.55,-0.39,0.0,1.4,0.0,29.0
2005-06-01,Caribbean,26.4,-0.2,0.0,2.1,0.0,29.0
2005-07-01,Caribbean,27.22,-0.28,0.0,0.1,0.0,29.0
2005-08-01,Caribbean,28.67,0.27,0.0,1.6,0.0,29.0
2005-09-01,Caribbean,28.97,-0.09,0.0,1.0,0.0,29.0
2005-10-01,Caribbean,29.07,-0.23,0.4,0.5,0.0,29.0
2005-11-01,Caribbean,29.07,0.01,0.2,0.0,0.0,29.0
2005-12-01,Caribbean,28.42,0.02,0.0,1.8,0.0,29.0
2006-01-01,Caribbean,27.58,0.08,0.0,1.0,0.0,29.0
